# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
5436502,K00834.05,Kepler-238 f,CONFIRMED,CANDIDATE,0.9890,0,0,0,0,50.446741700,6.5050000e-04,-6.5050000e-04,178.5014000,1.030000e-02,-1.030000e-02,0.3790,0.1110,-0.3780,7.15900,0.24700,-0.24700,3.7030e+02,2.010e+01,-2.010e+01,2.67,4.700e-01,-5.100e-01,568.0,,,24.64,12.16,-9.68,19.40,4,q1_q17_dr25_tce,5739.00,114.00,-103.00,4.191,0.162,-0.108,1.3840,0.2420,-0.2660,287.897130,40.637821,15.084
5456651,K00835.01,Kepler-239 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.763071640,2.0350000e-05,-2.0350000e-05,180.9361300,1.300000e-03,-1.300000e-03,0.0480,0.3930,-0.0480,2.90760,0.05000,-0.05000,1.0373e+03,2.390e+01,-2.390e+01,2.35,1.700e-01,-8.000e-02,616.0,,,33.99,8.24,-4.84,48.90,1,q1_q17_dr25_tce,4959.00,99.00,,4.603,0.011,-0.060,0.7560,0.0540,-0.0270,294.202150,40.663410,15.208
5456651,K00835.02,Kepler-239 c,CONFIRMED,CANDIDATE,0.8780,0,0,0,0,56.227927100,3.1340000e-04,-3.1340000e-04,132.2925900,4.710000e-03,-4.710000e-03,0.7000,0.2080,-0.4960,3.57000,0.13400,-0.13400,8.6270e+02,4.490e+01,-4.490e+01,2.37,1.700e-01,-9.000e-02,366.0,,,4.22,1.02,-0.60,20.90,2,q1_q17_dr25_tce,4959.00,99.00,0.00,4.603,0.011,-0.060,0.7560,0.0540,-0.0270,294.202150,40.663410,15.208
7825899,K00896.01,Kepler-248 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.239470960,1.5750000e-05,-1.5750000e-05,175.5699070,7.710000e-04,-7.710000e-04,0.0430,0.3430,-0.0430,4.03740,0.03450,-0.03450,2.5907e+03,2.250e+01,-2.250e+01,4.14,3.800e-01,-1.500e-01,598.0,,,30.14,8.83,-4.28,123.80,1,q1_q17_dr25_tce,5191.00,103.00,-103.00,4.564,0.016,-0.088,0.8370,0.0780,-0.0300,293.061400,43.581360,15.258
7825899,K00896.02,Kepler-248 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.308201629,7.0310000e-06,-7.0310000e-06,174.0476610,8.830000e-04,-8.830000e-04,0.0300,0.3830,-0.0300,2.97850,0.03230,-0.03230,1.3285e+03,1.730e+01,-1.730e+01,2.96,2.800e-01,-1.000e-01,819.0,,,106.44,31.16,-15.12,86.20,2,q1_q17_dr25_tce,5191.00,103.00,-103.00,4.564,0.016,-0.088,0.8370,0.0780,-0.0300,293.061400,43.581360,15.258
7849854,K00897.01,Kepler-718 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.052349884,1.3700000e-07,-1.3700000e-07,169.8906220,5.250000e-05,-5.250000e-05,0.4370,0.0300,-0.0540,2.07780,0.01090,-0.01090,1.4281e+04,1.790e+01,-1.790e+01,13.12,2.010e+00,-1.180e+00,1497.0,,,1183.18,468.35,-260.60,1072.10,1,q1_q17_dr25_tce,5855.00,70.00,-88.00,4.393,0.076,-0.123,1.0800,0.1660,-0.0970,299.561890,43.503559,15.257
7870390,K00898.01,Kepler-83 A b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.770448600,1.4550000e-05,-1.4550000e-05,175.7137200,1.180000e-03,-1.180000e-03,0.0900,0.3180,-0.0900,2.45170,0.04430,-0.04430,1.8978e+03,3.660e+01,-3.660e+01,2.23,1.400e-01,-2.000e-01,460.0,,,10.59,2.35,-2.58,58.00,1,q1_q17_dr25_tce,3906.00,78.00,-86.00,4.730,0.052,-0.024,0.5090,0.0320,-0.0460,282.232510,43.665630,15.777
7870390,K00898.02,Kepler-83 A d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.169804269,9.0360000e-06,-9.0360000e-06,172.6315300,1.340000e-03,-1.340000e-03,0.3510,0.0670,-0.3510,2.15300,0.04930,-0.04930,1.0374e+03,2.770e+01,-2.770e+01,1.66,1.100e-01,-1.500e-01,569.0,,,24.75,5.51,-6.02,41.40,2,q1_q17_dr25_tce,3906.00,78.00,-86.00,4.730,0.052,-0.024,0.5090,0.0320,-0.0460,282.232510,43.665630,15.777
5094751,K00123.02,Kepler-109 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.222611950,2.9080000e-05,-2.9080000e-05,137.5740300,1.130000e-03,-1.130000e-03,0.0200,0.3780,-0.0200,6.50930,0.04200,-0.04200,3.6600e+02,3.500e+00,-3.500e+00,2.48,1.100e-01,-1.100e-01,771.0,,,83.56,12.04,-10.86,114.90,2,q1_q17_dr25_tce,5945.00,71.00,-71.00,4.213,0.033,-0.027,1.3020,0.0580,-0.0580,290.392730,40.284870,12.365
7870390,K00898.03,Kepler-83 A c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,20.090170370,6.6300000e-05,-6.6300000e-05,147.9778800,2.750000e-03,-2.750000e-03,0.8860,0.0140,-0.6380,4.15400,0.15400,-0.15400,1.4321e+03,4.140e+01,-4.140e+01,2.25,1.400e-01,-2.100e-01,362.0,,,4.05,0.91,-0.98,36.90,3,q1_q17_dr25_tce,3906.00,78.00,-86.00,4.730,0.052,-0.024,0.5090,0.0320,-0.0460,282.232510,43.665630,15.777
7907423,K00899.01,Kepler-249 c,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,7.113732570,1.2750000e-05,-1.2750000e-05,174.3235100,1.430000e-03,-1.430000e-03,0.3340,0.1170,-0.3340,2.17640,0.04960,-0.04960,8.0760e+02,2.050e+01,-2.050e+01,1.16,1.300e-01,-1.700e-01,429.0,,,8.01,2.66,-2.73,44.40,1,q1_q17_dr25_tce,3561.00,71.00,-89.00,4.855,0.055,-0.055,0.4110,0.0450,-0.0600,296.985050,43.658520,15.234
7907423,K00899.02,Kepler-249 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,3.306551643,6.4000000e-06,-6.4000000e-06,134.3721100,1.590000e-03,-1.590000e-03,0.0010,0.4300,-0.0010,1.81770,0.04850,-0.04850,5.0920e+02,1.560e+01,-1.560e+01,0.91,1.000e-01,-1.300e-01,554.0,,,22.19,7.37,-7.57,37.80,2,q1_q17_dr25_tce,3561.00,71.00,-89.00,4.855,0.055,-0.055,0.4110,0.0450,-0.0600,296.985050,43.658520,15.234
7907423,K00899.03,Kepler-249 d,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,15.368457370,4.0670000e-05,-4.0670000e-05,147.3896500,2.290000e-03,-2.290000e-03,0.1150,0.3200,-0.1150,2.47140,0.06900,-0.06900,7.5610e+02,2.640e+01,-2.640e+01,1.11,1.200e-01,-1.600e-01,332.0,,,2.86,0.95,-0.98,30.90,3,q1_q17_dr25_tce,3561.00,71.00,-89.00,4.855,0.055,-0.055,0.4110,0.0450,-0.0600,296.985050,43.658520,15.234
7938496,K00900.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,13.810203180,2.9680000e-05,-2.9680000e-05,172.3353300,1.750000e-03,-1.750000e-03,0.7910,0.0330,-0.5430,3.04800,0.06350,-0.06350,1.3097e+03,3.150e+01,-3.150e+01,4.56,1.330e+00,-8.800e-01,833.0,,,113.75,99.51,-49.06,46.20,1,q1_q17_dr25_tce,5942.00,176.00,-193.00,4.327,0.136,-0.187,1.1420,0.3330,-0.2220,281.960630,43.703110,15.425
8490993,K00911.01,Kepler-722 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.093578461,8.9550000e-06,-8.9550000e-06,171.0095400,1.760000e-03,-1.760000e-03,0.9300,0.0040,-0.6670,2.58330,0.06300,-0.06300,5.3860e+02,1.700e+01,-1.700e+01,2.85,8.000e-01,-3.400e-01,1182.0,,,461.07,378.55,-152.43,36.40,1,q1_q17_dr25_tce,6077.00,162.00,-217.00,4.471,0.060,-0.180,0.9990,0.2800,-0.1200,290.263280,44.556450,15.399
8490993,K00911.02,Kepler-722 c,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,105.145959000,1.9970000e-03,-1.9970000e-03,178.3670000,1.120000e-02,-1.120000e-02,0.9640,0.0090,-0.6790,8.59300,0.44600,-0.44600,6.8540e+02,4.560e+01,-4.560e+01,3.43,9.600e-01,-4.200e-01,401.0,,,6.09,5.01,-2.01,15.40,2,q1_q17_dr25_tce,6077.00,162.00,-217.00,4.471,0.060,-0.180,0.9990,0.2800,-0.1200,290.263280,44.556450,15.399
8505670,K00912.01,Kepler-252 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.848451800,1.6310000e-05,-1.6310000e-05,171.8058400,1.220000e-03,-1.220000e-03,0.2100,0.2170,-0.2100,2.99930,0.04310,-0.04310,1.6756e+03,2.880e+01,-2.880e+01,2.34,4.400e-01,-4.300e-01,499.0,,,14.66,22.69,-8.24,64.50,1,q1_q17_dr25_tce,4201.00,676.00,-416.00,4.682,0.088,-0.072,0.5910,0.1090,-0.1090,295.579350,44.545959,15.058
8505670,K00912.02,Kepler-252 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.668332410,3.4490000e-05,-3.4490000e-05,137.4398800,4.050000e-03,-4.050000e-03,0.6440,0.3060,-0.4450,1.91500,0.13200,-0.13200,3.6230e+02,3.010e+01,-3.010e+01,1.18,2.100e-01,-2.200e-01,587.0,,,28.06,43.45,-15.76,14.20,2,q1_q17_dr25_tce,4201.00,676.00,-416.00,4.682,0.088,-0.072,0.5910,0.1090,-0.1090,295.579350,44.545959,15.058
8544996,K00913.01,Kepler-723 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,4.082274889,2.4700000e-07,-2.4700000e-07,169.6375652,4.870000e-05,-4.870000e-05,0.0930,0.0140,-0.0760,3.23015,0.00288,-0.00288,1.7859e+04,1.250e+01,-1.250e+01,10.55,2.400e+00,-8.700e-01,1016.0,,,251.48,170.17,-61.38,1669.10,1,q1_q17_dr25_tce,5655.00,152.00,-152.00,4.581,0.038,-0.152,0.7940,0.1810,-0.0650,284.830470,44.658138,15.198
11768142,K02626.01,Kepler-1652 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,38.097071700,3.0790000e-04,-3.0790000e-04,140.0035300,6.590000e-03,-6.590000e-03,0.9530,0.0190,-0.6880,4.30700,0.21000,-0.21000,9.1330e+02,5.910e+01,-5.910e+01,1.58,2.000e-01,-2.100e-01,242.0,,,0.81,0.30,-0.25,17.00,1,q1_q17_dr25_tce,3554.00,71.00,-80.00,4.867,0.055,-0.055,0.3980,0.0490,-0.0540,294.366090,49.915058,15.931
3642335,K03010.01,Kepler-1410 b,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,60.866097400,6.4970000e-04,-6.4970000e-04,179.2867400,7.870000e-03,-7.870000e-03,0.0040,0.4630,-0.0040,4.39700,0.23800,-0.23800,7.1430e+02,5.370e+01,-5.370e+01,1.39,7.000e-02,-1.000e-01,244.0,,,0.84,0.17,-0.16,15.40,1,q1_q17_dr25_tce,3808.00,69.00,-76.00,4.734,0.033,-0.027,0.5220,0.0280,-0.0350,290.510190,38.743542,15.757
11497958,K01422.04,Kepler-296 A f,CONFIRMED,CANDIDATE,0.9270,0,0,0,0,63.335471900,9.2700000e-04,-9.2700000e-04,162.6161000,1.110000e-02,-1.110000e-02,0.0290,0.4220,-0.0290,3.65100,0.25100,-0.25100,9.8300e+02,8.380e+01,-8.380e+01,1.18,1.500e-01,-1.800e-01,202.0,,,0.39,0.15,-0.13,13.00,5,q1_q17_dr25_tce,3526.00,71.00,-78.00,4.866,0.066,-0.044,0.3830,0.0480,-0.0580,286.540010,49.437328,15.921
4138008,K04742.01,Kepler-442 b,CONFIRMED,CANDIDATE,0.9930,0,0,0,0,112.303136000,1.7220000e-03,-1.7220000e-03,230.4383000,1.250000e-02,-1.250000e-02,0.2480,0.1910,-0.2480,5.86900,0.36200,-0.36200,5.0210e+02,4.410e+01,-4.410e+01,1.30,7.000e-02,-5.000e-02,241.0,,,0.79,0.15,-0.11,13.10,1,q1_q17_dr25_tce,4401.00,78.00,-78.00,4.677,0.017,-0.027,0.5950,0.0300,-0.0240,285.366580,39.280079,14.976
8311864,K07016.01,Kepler-452 b,CONFIRMED,CANDIDATE,0.7710,0,0,0,0,384.847556000,7.1050000e-03,-7.1050000e-03,314.9700000,1.520000e-02,-1.520000e-02,0.0590,0.3870,-0.0590,9.96900,0.44100,-0.44100,1.8990e+02,1.760e+01,-1.760e+01,1.09,2.000e-01,-1.000e-01,220.0,,,0.56,0.32,-0.15,12.30,1,q1_q17_dr25_tce,5579.00,150.00,-150.00,4.580,0.034,-0.127,0.7980,0.1500,-0.0750,296.003690,44.277561,13.426
9002278,K00701.04,Kepler-62 f,CONFIRMED,CANDIDATE,0.0000,0,0,0,0,267.282521000,4.8100000e-03,-4.8100000e-03,589.7197500,9.160000e-03,-9.160000e-03,0.3780,0.0920,-0.3780,7.78800,0.37400,-0.37400,4.7190e+02,2.690e+01,-2.690e+01,1.43,8.000e-02,-6.000e-02,207.0,,,0.44,0.09,-0.07,19.30,4,q1_q17_dr25_tce,4926.00,98.00,-98.00,4.653,0.017,-0.049,0.6620,0.0410,-0.0270,283.212740,45.349861,13.725
6444896,K03138.01,Kepler-1649 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.689107640,3.3640000e-05,-3.3640000e-05,133.2355900,3.880000e-03,-3.880000e-03,0.0490,0.4170,-0.0490,1.16270,0.09510,-0.09510,1.6790e+03,1.340e+02,-1.340e+02,0.49,0.000e+00,0.000e+00,211.0,,,0.47,0.00,0.00,9.60,1,q1_q17_dr25_tce,2703.00,0.00,0.00,5.274,0.000,0.000,0.1180,0.0000,0.0000,292.503780,41.830421,17.131
11497958,K01422.05,Kepler-296 A e,CONFIRMED,CANDIDATE,0.9840,0,0,0,0,34.142050600,2.2890000e-04,-2.2890000e-04,136.0362400,5.590000e-03,-5.590000e-03,0.1050,0.3340,-0.1050,2.94500,0.17900,-0.17900,7.8800e+02,6.310e+01,-6.310e+01,1.06,1.300e-01,-1.600e-01,248.0,,,0.89,0.33,-0.30,13.30,4,q1_q17_dr25_tce,3526.00,71.00,-78.00,4.866,0.066,-0.044,0.3830,0.0480,-0.0580,286.540010,49.437328,15.921
